0.001	0	0
0.002	50	0
0.003	50	0
0.004	50	0
0.005	50	0.12195122
0.006	50	0.12195122
0.007	50	0.12195122
0.008	50	0.243902439
0.009	50	0.243902439
0.01	50	0.365853659
0.011	50	0.365853659
0.012	50	0.487804878
0.013	50	0.487804878
0.014	50	0.609756098
0.015	50	0.609756098
0.016	50	0.731707317
0.017	50	0.853658537
0.018	50	0.975609756
0.019	50	1.097560976
0.02	50	1.219512195
0.021	50	1.219512195
0.022	50	1.341463415
0.023	50	1.463414634
0.024	50	1.585365854
0.025	50	1.707317073
0.026	50	1.829268293
0.027	50	1.951219512
0.028	50	2.073170732
0.029	50	2.195121951
0.03	50	2.317073171
0.031	50	2.43902439
0.032	50	2.56097561
0.033	50	2.682926829
0.034	50	2.804878049
0.035	50	2.926829268
0.036	50	3.170731707
0.037	50	3.292682927
0.038	50	3.414634146
0.039	50	3.536585366
0.04	50	3.658536585
0.041	50	3.902439024
0.042	50	4.024390244
0.043	50	4.146341463
0.044	50	4.268292683
0.045	50	4.512195122
0.046	50	4.634146341
0.047	50	4.756097561
0.048	50	5
0.049	50	5.12195122
0.05	50	5.243902439
0.051	50	5.487804878
0.052	50	5.609756098
0.053	50	5.853658537
0.054	50	5.975609756
0.055	50	6.097560976
0.056	50	6.341463415
0.057	50	6.463414634
0.058	50	6.585365854
0.059	50	6.829268293
0.06	50	6.951219512
0.061	50	7.195121951
0.062	50	7.43902439
0.063	50	7.56097561
0.064	50	7.804878049
0.065	50	7.926829268
0.066	50	8.170731707
0.067	50	8.292682927
0.068	50	8.536585366
0.069	50	8.658536585
0.07	50	8.780487805
0.071	50	9.024390244
0.072	50	9.268292683
0.073	50	9.390243902
0.074	50	9.634146341
0.075	50	9.756097561
0.076	50	10
0.077	50	10.12195122
0.078	50	10.36585366
0.079	50	10.6097561
0.08	50	10.73170732
0.081	50	10.97560976
0.082	50	11.2195122
0.083	50	11.34146341
0.084	50	11.58536585
0.085	50	11.70731707
0.086	50	11.95121951
0.087	50	12.19512195
0.088	50	12.43902439
0.089	50	12.56097561
0.09	50	12.80487805
0.091	50	13.04878049
0.092	50	13.17073171
0.093	50	13.41463415
0.094	50	13.65853659
0.095	50	13.90243902
0.096	50	14.02439024
0.097	50	14.26829268
0.098	50	14.3902439
0.099	50	14.63414634
0.1	50	14.87804878
0.101	50	15.12195122
0.102	50	15.24390244
0.103	50	15.48780488
0.104	50	15.6097561
0.105	50	15.85365854
0.106	50	15.97560976
0.107	50	16.09756098
0.108	50	16.2195122
0.109	50	16.46341463
0.11	50	16.58536585
0.111	50	16.70731707
0.112	50	16.82926829
0.113	50	17.07317073
0.114	50	17.07317073
0.115	50	17.31707317
0.116	50	17.43902439
0.117	50	17.56097561
0.118	50	17.68292683
0.119	50	17.80487805
0.12	50	17.80487805
0.121	50	17.92682927
0.122	50	18.04878049
0.123	50	18.17073171
0.124	50	18.29268293
0.125	50	18.29268293
0.126	50	18.41463415
0.127	50	18.53658537
0.128	50	18.65853659
0.129	50	18.7804878
0.13	50	18.7804878
0.131	50	18.90243902
0.132	50	19.02439024
0.133	50	19.02439024
0.134	50	19.14634146
0.135	50	19.26829268
0.136	50	19.26829268
0.137	50	19.3902439
0.138	50	19.3902439
0.139	50	19.51219512
0.14	50	19.51219512
0.141	50	19.63414634
0.142	50	19.75609756
0.143	50	19.75609756
0.144	50	19.87804878
0.145	50	19.87804878
0.146	50	19.87804878
0.147	50	20
0.148	50	20
0.149	50	20.12195122
0.15	50	20.12195122
0.151	50	20.24390244
0.152	50	20.24390244
0.153	50	20.36585366
0.154	50	20.36585366
0.155	50	20.36585366
0.156	50	20.48780488
0.157	50	20.48780488
0.158	50	20.6097561
0.159	50	20.6097561
0.16	50	20.6097561
0.161	50	20.73170732
0.162	50	20.73170732
0.163	50	20.73170732
0.164	50	20.85365854
0.165	50	20.85365854
0.166	50	20.85365854
0.167	50	20.85365854
0.168	50	20.97560976
0.169	50	20.97560976
0.17	50	20.97560976
0.171	50	20.97560976
0.172	50	21.09756098
0.173	50	21.09756098
0.174	50	21.09756098
0.175	50	21.09756098
0.176	50	21.2195122
0.177	50	21.2195122
0.178	50	21.2195122
0.179	50	21.34146341
0.18	50	21.34146341
0.181	50	21.34146341
0.182	50	21.34146341
0.183	50	21.46341463
0.184	50	21.34146341
0.185	50	21.46341463
0.186	50	21.46341463
0.187	50	21.46341463
0.188	50	21.46341463
0.189	50	21.58536585
0.19	50	21.46341463
0.191	50	21.58536585
0.192	50	21.58536585
0.193	50	21.58536585
0.194	50	21.58536585
0.195	50	21.58536585
0.196	50	21.70731707
0.197	50	21.58536585
0.198	50	21.70731707
0.199	50	21.70731707
0.2	50	21.70731707
0.201	50	21.70731707
0.202	50	21.70731707
0.203	50	21.82926829
0.204	50	21.82926829
0.205	50	21.82926829
0.206	50	21.82926829
0.207	50	21.82926829
0.208	50	21.82926829
0.209	50	21.82926829
0.21	50	21.95121951
0.211	50	21.95121951
0.212	50	21.95121951
0.213	50	21.95121951
0.214	50	21.95121951
0.215	50	21.95121951
0.216	50	21.95121951
0.217	50	21.95121951
0.218	50	21.95121951
0.219	50	21.95121951
0.22	50	22.07317073
0.221	50	21.95121951
0.222	50	22.07317073
0.223	50	22.07317073
0.224	50	22.07317073
0.225	50	22.07317073
0.226	50	22.07317073
0.227	50	22.07317073
0.228	50	22.07317073
0.229	50	22.07317073
0.23	50	22.19512195
0.231	50	22.07317073
0.232	50	22.19512195
0.233	50	22.07317073
0.234	50	22.19512195
0.235	50	22.19512195
0.236	50	22.19512195
0.237	50	22.19512195
0.238	50	22.19512195
0.239	50	22.19512195
0.24	50	22.19512195
0.241	50	22.19512195
0.242	50	22.19512195
0.243	50	22.19512195
0.244	50	22.19512195
0.245	50	22.19512195
0.246	50	22.31707317
0.247	50	22.19512195
0.248	50	22.31707317
0.249	50	22.19512195
0.25	50	22.31707317
0.251	50	22.19512195
0.252	50	22.31707317
0.253	50	22.31707317
0.254	50	22.31707317
0.255	50	22.31707317
0.256	50	22.31707317
0.257	50	22.31707317
0.258	50	22.31707317
0.259	50	22.31707317
0.26	50	22.31707317
0.261	50	22.31707317
0.262	50	22.31707317
0.263	50	22.31707317
0.264	50	22.31707317
0.265	50	22.31707317
0.266	50	22.31707317
0.267	50	22.43902439
0.268	50	22.31707317
0.269	50	22.43902439
0.27	50	22.31707317
0.271	50	22.43902439
0.272	50	22.31707317
0.273	50	22.31707317
0.274	50	22.31707317
0.275	50	22.31707317
0.276	50	22.31707317
0.277	50	22.31707317
0.278	50	22.31707317
0.279	50	22.31707317
0.28	50	22.31707317
0.281	50	22.31707317
0.282	50	22.43902439
0.283	50	22.31707317
0.284	50	22.43902439
0.285	50	22.31707317
0.286	50	22.43902439
0.287	50	22.31707317
0.288	50	22.43902439
0.289	50	22.31707317
0.29	50	22.31707317
0.291	50	22.43902439
0.292	50	22.31707317
0.293	50	22.43902439
0.294	50	22.31707317
0.295	50	22.43902439
0.296	50	22.43902439
0.297	50	22.43902439
0.298	50	22.43902439
0.299	50	22.43902439
0.3	50	22.43902439
0.301	50	22.43902439
0.302	50	22.31707317
0.303	50	22.31707317
0.304	50	22.31707317
0.305	50	22.31707317
0.306	50	22.43902439
0.307	50	22.31707317
0.308	50	22.31707317
0.309	50	22.31707317
0.31	50	22.31707317
0.311	50	22.31707317
0.312	50	22.31707317
0.313	50	22.43902439
0.314	50	22.31707317
0.315	50	22.43902439
0.316	50	22.31707317
0.317	50	22.31707317
0.318	50	22.43902439
0.319	50	22.31707317
0.32	50	22.31707317
0.321	50	22.31707317
0.322	50	22.43902439
0.323	50	22.43902439
0.324	50	22.43902439
0.325	50	22.43902439
0.326	50	22.43902439
0.327	50	22.43902439
0.328	50	22.43902439
0.329	50	22.43902439
0.33	50	22.43902439
0.331	50	22.43902439
0.332	50	22.43902439
0.333	50	22.43902439
0.334	50	22.43902439
0.335	50	22.43902439
0.336	50	22.43902439
0.337	50	22.43902439
0.338	50	22.43902439
0.339	50	22.43902439
0.34	50	22.43902439
0.341	50	22.43902439
0.342	50	22.43902439
0.343	50	22.43902439
0.344	50	22.43902439
0.345	50	22.43902439
0.346	50	22.43902439
0.347	50	22.43902439
0.348	50	22.43902439
0.349	50	22.43902439
0.35	50	22.43902439
0.351	50	22.43902439
0.352	50	22.31707317
0.353	50	22.31707317
0.354	50	22.31707317
0.355	50	22.31707317
0.356	50	22.43902439
0.357	50	22.31707317
0.358	50	22.43902439
0.359	50	22.31707317
0.36	50	22.31707317
0.361	50	22.43902439
0.362	50	22.31707317
0.363	50	22.43902439
0.364	50	22.31707317
0.365	50	22.31707317
0.366	50	22.31707317
0.367	50	22.31707317
0.368	50	22.31707317
0.369	50	22.31707317
0.37	50	22.31707317
0.371	50	22.31707317
0.372	50	22.31707317
0.373	50	22.43902439
0.374	50	22.43902439
0.375	50	22.43902439
0.376	50	22.43902439
0.377	50	22.43902439
0.378	50	22.31707317
0.379	50	22.31707317
0.38	50	22.31707317
0.381	50	22.31707317
0.382	50	22.43902439
0.383	50	22.31707317
0.384	50	22.31707317
0.385	50	22.43902439
0.386	50	22.31707317
0.387	50	22.43902439
0.388	50	22.31707317
0.389	50	22.43902439
0.39	50	22.43902439
0.391	50	22.31707317
0.392	50	22.43902439
0.393	50	22.31707317
0.394	50	22.43902439
0.395	50	22.43902439
0.396	50	22.31707317
